4.206371800E-2,0.000000000E0,0.000000000E0,0.000000000E0,0.000000000E0
4.710897900E-2,8.508139849E-2,-2.432680130E-2,2.763748169E-2,9.270635374E-2
5.215423900E-2,1.190856695E-1,-6.618070602E-2,7.606029510E-2,1.560334933E-1
5.719949900E-2,2.187246978E-1,-3.755569458E-2,3.320283890E-1,3.993667171E-1
6.224476000E-2,2.134438157E-1,-7.444667816E-2,3.885049820E-1,4.494849179E-1
6.729007200E-2,1.221886277E-1,-1.101231575E-1,1.605205536E-1,2.298347639E-1
7.233533300E-2,1.828963161E-1,-1.478862762E-1,1.695060730E-2,2.358150466E-1
7.738059300E-2,2.000128478E-1,-1.441922188E-1,-4.750537872E-2,2.511041542E-1
8.242585400E-2,2.077494562E-1,-1.793761253E-1,9.098052979E-4,2.744748779E-1
8.747111400E-2,1.979055703E-1,-2.132716179E-1,1.221275330E-1,3.155416487E-1
9.251637400E-2,1.452418417E-1,-2.636127472E-1,4.427528381E-2,3.042156699E-1
9.756163500E-2,1.091380864E-1,-3.031530380E-1,-3.542327881E-2,3.241414738E-1
1.026068950E-1,2.794137597E-2,-3.373394012E-1,-6.275081635E-2,3.442619019E-1
1.076522080E-1,-7.344228029E-2,-3.248009682E-1,-7.481765747E-2,3.413020939E-1
1.126974680E-1,-1.869187057E-1,-2.692360878E-1,-4.586505890E-2,3.309535876E-1
1.177427290E-1,-2.653211951E-1,-1.788678169E-1,4.388523102E-2,3.229782439E-1
1.227879890E-1,-2.921883464E-1,-1.173210144E-1,6.488895416E-2,3.214791230E-1
1.278332490E-1,-2.934165001E-1,-1.066298485E-1,-5.631351471E-2,3.172292216E-1
1.328785100E-1,-3.113539219E-1,-9.109878540E-2,-1.638536453E-1,3.634395004E-1
1.379237700E-1,-3.477268815E-1,-4.744291306E-2,-2.139806747E-1,4.110383720E-1
1.429690310E-1,-3.634033203E-1,2.371025085E-2,-2.077150345E-1,4.192489532E-1
1.480143430E-1,-3.710539937E-1,1.172990799E-1,-1.684379578E-1,4.240418446E-1
1.530596040E-1,-3.640785217E-1,2.421336174E-1,-1.250438690E-1,4.547722813E-1
1.581048640E-1,-3.629308343E-1,3.124642372E-1,-1.210641861E-1,4.939729013E-1
1.631501240E-1,-3.294209242E-1,3.421339989E-1,-1.754732132E-1,5.063246656E-1
1.681953850E-1,-2.751784921E-1,3.210706711E-1,-2.169342041E-1,4.752578534E-1
1.732406450E-1,-2.695043087E-1,2.901091576E-1,-1.744375229E-1,4.326942860E-1
