8.042313900E-2,-1.099081337E-1,-1.543331146E-2,-4.013327956E-1,4.163964431E-1
8.546803500E-2,-9.590753913E-2,-7.837295532E-3,-3.587753177E-1,3.714557953E-1
9.051298300E-2,-2.260062099E-2,7.861137390E-3,-3.073967397E-1,3.083266793E-1
9.555787900E-2,5.380238593E-2,1.137733459E-2,-2.841640711E-1,2.894362793E-1
1.006028270E-1,6.515218318E-2,-5.275726318E-3,-2.642836571E-1,2.722471151E-1
1.056477220E-1,3.815226257E-2,-9.650230408E-3,-2.672484517E-1,2.701304445E-1
1.106926700E-1,-3.653635085E-2,4.176139832E-3,-2.623271346E-1,2.648921868E-1
1.157375660E-1,-4.630851746E-2,8.205413818E-3,-2.317424417E-1,2.364664181E-1
1.207825140E-1,-8.356824517E-3,-1.516342163E-3,-2.330828160E-1,2.332375075E-1
1.258274100E-1,9.341984987E-3,5.158424377E-3,-2.397234887E-1,2.399608990E-1
1.308723060E-1,3.408908844E-3,-8.941650391E-3,-2.285596132E-1,2.287598535E-1
1.359172540E-1,-2.745974064E-2,4.158020020E-4,-1.888326705E-1,1.908192539E-1
1.409621500E-1,-1.599839330E-2,1.163768768E-2,-1.306892186E-1,1.321781231E-1
1.460070970E-1,6.157135963E-2,6.375312805E-3,-8.430278301E-2,1.045879351E-1
1.510519930E-1,1.615786105E-1,-5.533218384E-3,-3.275284171E-2,1.649576083E-1
1.560969410E-1,1.455358267E-1,-1.696968079E-2,-1.742270589E-2,1.475540497E-1
1.611418370E-1,7.063588500E-2,6.538391113E-3,-4.578858614E-3,7.108547499E-2
1.661867850E-1,-4.072220623E-2,-7.886886597E-4,-1.489542425E-2,4.336811933E-2
1.712316810E-1,-7.220652699E-2,-5.550384521E-3,-4.535111785E-2,8.544772202E-2
1.762765770E-1,-1.951135695E-2,-9.021759033E-4,-1.186765730E-1,1.202731722E-1
1.813215250E-1,1.102933437E-1,-1.722145081E-2,-1.759583056E-1,2.083807221E-1
1.863664200E-1,1.878160685E-1,-1.678752899E-2,-2.480957508E-1,3.116218835E-1
1.914113680E-1,1.590926945E-1,-1.230239868E-4,-2.816242576E-1,3.234543600E-1
1.964562640E-1,2.930490673E-2,2.125740051E-3,-2.963352203E-1,2.977882791E-1
2.015012120E-1,-6.431038678E-2,-3.223419189E-4,-3.232023418E-1,3.295385918E-1
2.065461080E-1,-1.021065712E-1,1.359081268E-2,-3.782465160E-1,3.920215414E-1
2.115910560E-1,-8.566431701E-2,-7.776260376E-3,-4.026868641E-1,4.117712423E-1
2.166359520E-1,-2.789156139E-2,1.720428467E-3,-3.716908693E-1,3.727398576E-1
2.216809000E-1,2.600897849E-2,-1.000308990E-2,-2.911426425E-1,2.924731903E-1
2.267257950E-1,7.638825476E-2,-5.094528198E-3,-1.874944121E-1,2.025222808E-1
2.317707430E-1,4.631093144E-2,2.026557922E-3,-1.287534237E-1,1.368439017E-1
2.368156390E-1,1.699601114E-2,1.131153107E-2,-7.386328280E-2,7.663288899E-2
2.418605870E-1,-1.400648057E-2,4.024505615E-3,8.571520448E-4,1.459838529E-2
2.469054830E-1,1.656174660E-2,3.925323486E-3,-3.150308505E-3,1.730965218E-2
2.519503790E-1,6.539647281E-2,-3.181457520E-3,-4.611296579E-3,6.563599915E-2
2.569953270E-1,8.532387018E-2,1.576423645E-3,2.945356816E-2,9.027823997E-2
2.620402220E-1,6.044933200E-2,1.091957092E-2,8.665357530E-2,1.062177051E-1
2.670851700E-1,-8.387431502E-3,-8.048057556E-3,9.859843552E-2,9.928127580E-2
2.721300660E-1,-5.487236381E-2,-1.724910736E-2,5.674532056E-2,8.079937759E-2
2.771750140E-1,-6.777556241E-2,-2.818107605E-3,1.875911839E-3,6.786005920E-2
2.822199100E-1,-3.601799905E-2,-7.450103760E-3,-3.072060458E-2,4.792239401E-2
2.872648580E-1,-2.608084679E-2,-1.433849335E-2,-5.799598247E-2,6.518693844E-2
2.923097540E-1,-1.170781255E-2,-7.009506226E-3,-8.253780007E-2,8.365820039E-2
2.973547020E-1,9.436532855E-3,4.880905151E-3,-8.559580147E-2,8.625260934E-2
3.023995970E-1,6.561599672E-2,1.087188721E-4,-1.123911589E-1,1.301431652E-1
3.074445450E-1,8.098448813E-2,1.188087463E-2,-1.625690609E-1,1.820119284E-1
3.124894410E-1,-9.823262691E-3,1.169013977E-2,-1.958875805E-1,1.964818059E-1
3.175343890E-1,-9.227988124E-2,-2.612113953E-3,-2.315368503E-1,2.492623371E-1
3.225792850E-1,-1.431402117E-1,-2.562522888E-3,-2.412930131E-1,2.805672912E-1
3.276242330E-1,-9.695191681E-2,-1.707077026E-4,-2.563426495E-1,2.740643305E-1
3.326691290E-1,-1.633615792E-2,9.238243103E-3,-2.577119470E-1,2.583943939E-1
3.377140770E-1,2.292107046E-2,-5.055427551E-3,-1.770649701E-1,1.786139313E-1
3.427589720E-1,2.389286458E-2,-4.985809326E-3,-7.429952174E-2,7.820579393E-2
3.478039200E-1,5.977451801E-3,-9.631156921E-3,2.222080529E-2,2.494500554E-2
3.528488160E-1,2.541869879E-3,4.652023315E-3,3.967654705E-2,4.002912451E-2
3.578937120E-1,7.718551159E-2,9.290695190E-3,-2.091512084E-2,8.050690962E-2
3.629386600E-1,1.227173507E-1,4.436492920E-3,-7.369576395E-2,1.432141622E-1
3.679835560E-1,1.609367877E-1,-2.697944641E-3,-1.355235875E-1,2.104152354E-1
3.730285040E-1,1.234416366E-1,-5.007743835E-3,-1.425438970E-1,1.886310624E-1
3.780734000E-1,3.702829778E-2,6.868362427E-3,-1.451888084E-1,1.499935310E-1
3.831183470E-1,-1.047351956E-2,-3.070831299E-4,-1.386230290E-1,1.390184631E-1
3.881632430E-1,-1.485094428E-2,1.621818542E-2,-8.278828859E-2,8.565909650E-2
3.932081910E-1,2.093397081E-2,-2.894401550E-3,-4.433002323E-2,4.910966966E-2
3.982531390E-1,4.313990474E-3,-9.940147400E-3,-1.655481756E-3,1.096164513E-2
4.032980350E-1,-7.386699319E-3,6.726264954E-3,5.075111985E-3,1.120547762E-2
4.083429310E-1,-2.374598384E-2,-2.813339233E-3,-1.899140328E-2,3.053620842E-2
4.133878790E-1,2.603545785E-3,1.848030090E-2,-6.657923758E-2,6.914546152E-2
4.184327750E-1,-4.499763250E-3,-5.397796631E-3,-8.305016905E-2,8.334695350E-2
4.234777220E-1,2.697661519E-3,-2.975463867E-3,-1.185578480E-1,1.186258576E-1
4.285226180E-1,5.017206073E-3,-1.240921021E-2,-1.610524654E-1,1.616077272E-1
4.335675660E-1,2.152325213E-2,1.909255981E-3,-1.538981199E-1,1.554076155E-1
4.386124620E-1,4.261793196E-2,-1.941776276E-2,-1.472725272E-1,1.545397519E-1
4.436574100E-1,6.364014745E-2,4.444122314E-3,-1.221281216E-1,1.377864168E-1
4.487023060E-1,4.672342539E-2,4.369735718E-3,-5.485010892E-2,7.218523062E-2
4.537472540E-1,1.821650565E-2,1.930236816E-3,-2.158840746E-2,2.831300459E-2
4.587921500E-1,-2.884641290E-3,-4.777908325E-4,1.846633852E-2,1.869639264E-2
4.638370970E-1,-1.903806627E-2,-1.942062378E-2,2.978145331E-2,4.033042966E-2
4.688819930E-1,1.708544791E-2,-7.382392883E-3,7.696151733E-4,1.862805847E-2
4.739269410E-1,1.498919725E-2,-4.945755005E-3,-1.140236109E-2,1.947178383E-2
4.789718370E-1,2.718099952E-2,-1.688003540E-4,-1.867492497E-2,3.297859989E-2
4.840167850E-1,-1.125454903E-3,-1.821517944E-4,-1.882595569E-2,1.886044633E-2
4.890616810E-1,-4.344706237E-2,-2.387523651E-2,1.899729669E-2,5.309021971E-2
4.941066290E-1,-6.651803851E-2,-2.363204956E-2,6.378389150E-2,9.513941364E-2
4.991515250E-1,-5.157412589E-2,-2.078056335E-3,9.664148092E-2,1.095617845E-1
5.041964720E-1,-3.457571566E-2,9.770393372E-3,1.058326885E-1,1.117653732E-1
5.092413680E-1,1.546385884E-2,2.549171448E-3,7.727443427E-2,7.884774820E-2
5.142863160E-1,5.088828504E-2,1.459121704E-4,5.156839639E-2,7.244955729E-2
5.193312120E-1,3.625534475E-2,1.198387146E-2,4.865832627E-3,3.849336989E-2
5.243761600E-1,-2.093790472E-2,-4.734039307E-3,-3.676894307E-2,4.257654468E-2
5.294210560E-1,-4.449547827E-2,1.189041138E-2,-7.810648531E-2,9.067443144E-2
5.344660040E-1,-4.657979310E-2,-2.462387085E-3,-7.901349664E-2,9.175441747E-2
5.395109000E-1,-1.329198480E-3,-8.583068848E-5,-8.249849081E-2,8.250924264E-2
5.445558470E-1,3.177353740E-2,-2.470970154E-3,-9.090804309E-2,9.633242274E-2
5.496007430E-1,5.282256007E-2,-4.833221436E-3,-5.668821186E-2,7.763463303E-2
5.546456910E-1,3.816786408E-2,1.416969299E-2,-8.518043905E-3,4.159474871E-2
5.596905870E-1,7.057130337E-3,2.167701721E-3,5.359879881E-2,5.410483577E-2
5.647355350E-1,-9.619653225E-3,6.880760193E-3,1.036635637E-1,1.043360773E-1
5.697804310E-1,-7.138088346E-3,-2.676963806E-3,1.322817057E-1,1.325012004E-1
5.748253790E-1,1.195277274E-2,-2.656936646E-3,7.078196108E-2,7.183323815E-2
5.798703270E-1,2.149951458E-2,-2.633094788E-3,9.943593293E-3,2.383353442E-2
5.849152220E-1,2.864845097E-2,-4.981994629E-3,-4.328335822E-2,5.214406114E-2
5.899601700E-1,-9.372487664E-3,2.178192139E-3,-6.531049311E-2,6.601551754E-2
5.950050660E-1,-2.572995424E-2,4.529953003E-3,-3.263314441E-2,4.180278859E-2
6.000500140E-1,-3.016930819E-2,-2.631187439E-3,1.885414124E-2,3.567336465E-2
6.050949100E-1,-2.039314806E-2,-4.985809326E-3,7.727903873E-2,8.007988892E-2
